ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
068913031:6;6;6 - Hopital;Bus;9EA7D3;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.150685, 48.421543], [2.142909, 48.423976], [2.137409, 48.424614], [2.138375, 48.42636], [2.142315, 48.427562], [2.145149, 48.428322], [2.148155, 48.430116], [2.15158, 48.431784], [2.155209, 48.433453], [2.154344, 48.43739], [2.154151, 48.438504], [2.15147, 48.440181], [2.143785, 48.44292], [2.137511, 48.440347], [2.140211, 48.433825], [2.146002, 48.435138], [2.146377, 48.436029], [2.147504, 48.438287], [2.148134, 48.439556], [2.154251, 48.440725], [2.157714, 48.43966], [2.162145, 48.439946], [2.164625, 48.441676], [2.167043, 48.445913], [2.168625, 48.449925], [2.171451, 48.449345], [2.17029, 48.444677], [2.170138, 48.441719], [2.168118, 48.439469], [2.164368, 48.437612], [2.164818, 48.436336], [2.172433, 48.43356], [2.181986, 48.433375], [2.175139, 48.432377], [2.172998, 48.430027], [2.170588, 48.431768], [2.167192, 48.4333], [2.163602, 48.432387], [2.158959, 48.431041], [2.157951, 48.429637], [2.150793, 48.421453]], [[2.150685, 48.421543], [2.142909, 48.423976], [2.137409, 48.424614], [2.138375, 48.42636], [2.142315, 48.427562], [2.145149, 48.428322], [2.148155, 48.430116], [2.15158, 48.431784], [2.155209, 48.433453], [2.154344, 48.43739], [2.154151, 48.438504], [2.15147, 48.440181], [2.143785, 48.44292], [2.137511, 48.440347], [2.140211, 48.433825], [2.146002, 48.435138], [2.146377, 48.436029], [2.147504, 48.438287], [2.148134, 48.439556], [2.154251, 48.440725], [2.157714, 48.43966], [2.162145, 48.439946], [2.164625, 48.441676], [2.167043, 48.445913], [2.168625, 48.449925], [2.171451, 48.449345], [2.17029, 48.444677], [2.170138, 48.441719], [2.168118, 48.439469], [2.164368, 48.437612], [2.164818, 48.436336], [2.172433, 48.43356], [2.175139, 48.432377], [2.172998, 48.430027], [2.170588, 48.431768], [2.167192, 48.4333], [2.163602, 48.432387], [2.158959, 48.431041], [2.157951, 48.429637], [2.150793, 48.421453]], [[2.175139, 48.432377], [2.170708, 48.428154], [2.172998, 48.430027], [2.170588, 48.431768], [2.167192, 48.4333], [2.163602, 48.432387], [2.158959, 48.431041], [2.157951, 48.429637], [2.150793, 48.421453]], [[2.149533, 48.426396], [2.147233, 48.423479], [2.142909, 48.423976], [2.137409, 48.424614], [2.138375, 48.42636], [2.142315, 48.427562], [2.145149, 48.428322], [2.148155, 48.430116], [2.15158, 48.431784], [2.157951, 48.429637], [2.150793, 48.421453]]]}";48.4337261993,2.15610715959
039039372:39-37B;39-37 B;39-37 B Châtenay-Malabry - Buc (MLK/LFA);Bus;623189;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.121433, 48.770924], [2.210316, 48.750739], [2.22812, 48.738622], [2.241032, 48.730184], [2.249175, 48.719467], [2.256326, 48.724704], [2.255568, 48.731085], [2.271147, 48.735409], [2.264793, 48.741481], [2.269978, 48.746599], [2.272081, 48.74971], [2.271113, 48.76232], [2.26079, 48.765486], [2.254506, 48.766642], [2.249035, 48.769837]], [[2.248804, 48.769765], [2.255024, 48.766211], [2.261021, 48.765271], [2.270788, 48.761762], [2.271904, 48.749476], [2.268987, 48.745825], [2.265092, 48.741212], [2.269872, 48.734276], [2.257322, 48.730286], [2.256203, 48.725126], [2.249134, 48.719288], [2.241004, 48.730211], [2.22812, 48.738622], [2.210234, 48.750819], [2.121433, 48.770924]], [[2.121433, 48.770924], [2.210316, 48.750739], [2.22812, 48.738622], [2.241032, 48.730184], [2.249175, 48.719467], [2.256326, 48.724704], [2.271147, 48.735409], [2.264793, 48.741481], [2.269978, 48.746599], [2.272081, 48.74971], [2.271113, 48.76232], [2.26079, 48.765486], [2.254506, 48.766642], [2.249035, 48.769837], [2.281725, 48.780409]]]}";48.7510231998,2.21911145528
056356019:103;103;103;Bus;FF8CE3;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.128372, 48.800327], [2.125573, 48.79599], [2.124329, 48.79419], [2.132727, 48.785999], [2.132502, 48.784407], [2.13151, 48.780963], [2.129815, 48.776259], [2.133329, 48.774926], [2.129014, 48.769166], [2.136, 48.766293], [2.136839, 48.763967], [2.13494, 48.762597], [2.137662, 48.762072], [2.14037, 48.764773], [2.145748, 48.770174], [2.150293, 48.769175], [2.155013, 48.768607], [2.158009, 48.767425], [2.161552, 48.765183], [2.163482, 48.765159], [2.167154, 48.764886], [2.169493, 48.764772], [2.17208, 48.763769], [2.175086, 48.763117], [2.18106, 48.761463], [2.186317, 48.758189], [2.190614, 48.757834], [2.189549, 48.75449], [2.186344, 48.753497], [2.182201, 48.752719], [2.180208, 48.75534]], [[2.180317, 48.75517], [2.182242, 48.752665], [2.186575, 48.753515], [2.189699, 48.754499], [2.19075, 48.75788], [2.186086, 48.75817], [2.180149, 48.761524], [2.175004, 48.763198], [2.171889, 48.763868], [2.169425, 48.764862], [2.16714, 48.764958], [2.163713, 48.765204], [2.161144, 48.765228], [2.159125, 48.76704], [2.152347, 48.768971], [2.149898, 48.769372], [2.145259, 48.769958], [2.142002, 48.764623], [2.140125, 48.764817], [2.136839, 48.763967], [2.13494, 48.762597], [2.137662, 48.762072], [2.140125, 48.764817], [2.136, 48.766347], [2.129177, 48.76923], [2.133602, 48.774477], [2.130155, 48.776116], [2.13205, 48.781827], [2.132597, 48.78456], [2.133105, 48.786916], [2.128769, 48.792858], [2.128752, 48.800471]]]}";48.7694273515,2.15203044467
100100101:101;101;101;Bus;FFBE00;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.464244, 48.821492], [2.468011, 48.820059], [2.474067, 48.819665], [2.473586, 48.823378], [2.473076, 48.825913], [2.47564, 48.827698], [2.477319, 48.829692]], [[2.477319, 48.829692], [2.475271, 48.827393], [2.474965, 48.824859], [2.473612, 48.822677], [2.473511, 48.820502], [2.467685, 48.820257], [2.463397, 48.820162]], [[2.468011, 48.820059], [2.474067, 48.819665], [2.473586, 48.823378], [2.473076, 48.825913], [2.47564, 48.827698], [2.477319, 48.829692]]]}";48.8230090366,2.47229438896
097177017:17;17;17;Bus;2680FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[3.30229, 48.786309], [3.305996, 48.782981], [3.299252, 48.780909], [3.122482, 48.790008], [3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.783511, 48.867434]], [[2.783846, 48.866934], [3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.086695, 48.813723], [3.084231, 48.813057], [3.082458, 48.807877]], [[3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.091283, 48.823639]], [[2.783846, 48.866934], [3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.086695, 48.813723], [3.084231, 48.813057], [3.082458, 48.807877], [3.122938, 48.789811], [3.299289, 48.780828], [3.30229, 48.786309], [3.305996, 48.782981]], [[3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.783511, 48.867434]], [[3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.091508, 48.82346], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.783511, 48.867434]], [[2.783846, 48.866934], [3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.091283, 48.823639], [3.086695, 48.813723], [3.084231, 48.813057], [3.082458, 48.807877]], [[2.905274, 48.859265], [3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.091283, 48.823639], [3.086695, 48.813723], [3.084231, 48.813057], [3.082458, 48.807877], [3.122938, 48.789811], [3.299289, 48.780828], [3.30229, 48.786309], [3.305996, 48.782981]], [[3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.905274, 48.859265], [2.783511, 48.867434]], [[2.783846, 48.866934], [2.905274, 48.859265], [3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.086695, 48.813723], [3.084231, 48.813057], [3.082458, 48.807877], [3.122938, 48.789811], [3.299289, 48.780828], [3.30229, 48.786309], [3.305996, 48.782981]], [[2.783846, 48.866934], [2.905274, 48.859265], [3.02793, 48.828708], [3.044287, 48.822267], [3.052718, 48.81837], [3.070987, 48.81435], [3.081908, 48.814817], [3.086695, 48.813723], [3.084231, 48.813057], [3.082458, 48.807877]], [[3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.905274, 48.859265]], [[3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.091508, 48.82346], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.905274, 48.859265]], [[3.091508, 48.82346], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792]], [[3.30229, 48.786309], [3.305996, 48.782981], [3.299252, 48.780909], [3.122482, 48.790008], [3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.091508, 48.82346], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.905274, 48.859265]], [[3.30229, 48.786309], [3.305996, 48.782981], [3.299252, 48.780909], [3.122482, 48.790008], [3.082458, 48.807877], [3.08421, 48.811155], [3.086693, 48.8138], [3.081876, 48.814875], [3.071954, 48.814228], [3.052607, 48.818571], [3.043312, 48.822768], [3.027716, 48.828792], [2.905274, 48.859265], [2.783511, 48.867434]]]}";48.8272116195,3.01746135771
039039377:39-40C;39-40 C;39-40 C Châteaufort - Buc (MLK/LFA);Bus;623189;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.092778, 48.737216], [2.096122, 48.739902], [2.113953, 48.745842], [2.116897, 48.74396], [2.121433, 48.770924]], [[2.121188, 48.77095], [2.116965, 48.743978], [2.11432, 48.745744], [2.096272, 48.739812], [2.092601, 48.737189], [2.102965, 48.732257], [2.09454, 48.732429], [2.09231, 48.73264]], [[2.121188, 48.77095], [2.116965, 48.743978], [2.11432, 48.745744], [2.096272, 48.739812], [2.092601, 48.737189]]]}";48.7480225398,2.11027040456
230410448:448;448;448;Bus;67C6D7;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.021649, 48.767033], [2.000157, 48.772664], [1.999437, 48.774603], [1.989555, 48.780121], [1.986577, 48.784102], [1.983682, 48.785775], [1.979516, 48.78631], [1.97743, 48.785118], [1.975068, 48.782423], [1.975492, 48.780159], [1.976968, 48.777198], [1.973683, 48.772361], [1.96929, 48.770586], [1.964111, 48.768512], [1.9645, 48.767362], [1.965827, 48.760446], [1.960873, 48.759262], [1.957241, 48.757749], [1.954607, 48.75552], [1.948335, 48.75612], [1.943779, 48.754703], [1.946591, 48.751288], [1.949927, 48.748719], [1.951297, 48.747285], [1.949836, 48.744431], [1.942697, 48.745019], [1.940409, 48.742027], [1.943689, 48.741355], [1.948147, 48.739527], [1.952303, 48.739792], [1.956108, 48.741773], [1.961989, 48.742223]], [[1.962215, 48.742925], [1.95612, 48.741971], [1.951773, 48.739836], [1.948037, 48.739752], [1.943716, 48.741454], [1.940409, 48.742027], [1.942846, 48.745047], [1.950079, 48.744657], [1.951405, 48.747358], [1.949939, 48.748908], [1.946277, 48.751529], [1.943981, 48.754911], [1.948879, 48.756158], [1.954703, 48.755323], [1.957206, 48.757048], [1.960277, 48.759026], [1.965163, 48.760183], [1.965786, 48.766261], [1.964899, 48.768586], [1.970471, 48.770922], [1.975216, 48.77295], [1.976785, 48.777997], [1.975586, 48.780259], [1.975231, 48.782523], [1.977863, 48.785317], [1.980033, 48.786258], [1.984133, 48.785452], [1.98703, 48.783421], [1.989786, 48.780058], [1.999219, 48.774639], [2.000062, 48.772637], [2.021649, 48.767033]]]}";48.7627052743,1.97088862747
014014115:115;11.5;11.5;Bus;FF0000;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.437205, 48.986889], [2.467126, 48.999432], [2.471546, 49.002644], [2.472031, 49.005277], [2.471805, 49.007784], [2.472197, 49.011558]], [[2.483411, 49.010835], [2.476586, 49.007869], [2.47089, 49.002537], [2.465902, 49.001446], [2.437205, 48.986889]], [[2.437205, 48.986889], [2.467126, 48.999432], [2.471546, 49.002644], [2.476134, 49.007384], [2.483123, 49.010413]], [[2.471896, 49.011334], [2.471723, 49.007964], [2.471839, 49.005241], [2.47089, 49.002537], [2.465902, 49.001446], [2.437205, 48.986889]]]}";48.9977199049,2.45921261549
100100040:40;40;40;Bus;82C8E6;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.344969, 48.892578], [2.345568, 48.89025], [2.345813, 48.889046], [2.34317, 48.889774], [2.340417, 48.889522], [2.342652, 48.8891], [2.344001, 48.888363], [2.344409, 48.887159], [2.343851, 48.886233], [2.342869, 48.8859], [2.341438, 48.88653], [2.341548, 48.887383], [2.339926, 48.887797], [2.337922, 48.88839], [2.337187, 48.88741], [2.338577, 48.886521], [2.340539, 48.885586], [2.341602, 48.885002], [2.34088, 48.884103], [2.338944, 48.884355], [2.337432, 48.882584], [2.337282, 48.880176], [2.337037, 48.878693], [2.336969, 48.876563], [2.339748, 48.874693]], [[2.339748, 48.874693], [2.339803, 48.87641], [2.337813, 48.878189], [2.337636, 48.879223], [2.340048, 48.87925], [2.33998, 48.88138], [2.339776, 48.882458], [2.339844, 48.883384], [2.337718, 48.884867], [2.336478, 48.886242], [2.334706, 48.885945], [2.334038, 48.887222], [2.33626, 48.887285], [2.337473, 48.887159], [2.339326, 48.886817], [2.339749, 48.888075], [2.339313, 48.889585], [2.343156, 48.889963], [2.344737, 48.893135]]]}";48.8851886855,2.33996210152
100100143:143;143;143;Bus;0055C8;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.384864, 48.923322], [2.380598, 48.927017], [2.382972, 48.928275], [2.386384, 48.929738], [2.391187, 48.931695], [2.394379, 48.932035], [2.399671, 48.931979], [2.405182, 48.932218], [2.413967, 48.932752], [2.420039, 48.934186], [2.427468, 48.931215], [2.431476, 48.930098], [2.43927, 48.926326], [2.441695, 48.924823], [2.446355, 48.923057], [2.450672, 48.920034], [2.453642, 48.918638], [2.457605, 48.916558], [2.461322, 48.914271], [2.465527, 48.911094], [2.467541, 48.909259], [2.469238, 48.906426], [2.470512, 48.90345], [2.470772, 48.898561], [2.465712, 48.897649], [2.46091, 48.895902], [2.466994, 48.892193], [2.470857, 48.889277], [2.470333, 48.887004], [2.474358, 48.883521], [2.477944, 48.879446], [2.479859, 48.877178], [2.482902, 48.873796], [2.485564, 48.870943]], [[2.485564, 48.870943], [2.485338, 48.872786], [2.483995, 48.874927], [2.484233, 48.877281], [2.47895, 48.878635], [2.473354, 48.885212], [2.471887, 48.887307], [2.470572, 48.889673], [2.466817, 48.892445], [2.460965, 48.896028], [2.466066, 48.89755], [2.471008, 48.900187], [2.470757, 48.903647], [2.46932, 48.906794], [2.467609, 48.909492], [2.464371, 48.912246], [2.461568, 48.914325], [2.45864, 48.916224], [2.454296, 48.918529], [2.451026, 48.920069], [2.446792, 48.923048], [2.441001, 48.925488], [2.438399, 48.927234], [2.432349, 48.929935], [2.425776, 48.931162], [2.423571, 48.933438], [2.41903, 48.934492], [2.411607, 48.932808], [2.406246, 48.932487], [2.399753, 48.932176], [2.393724, 48.932233], [2.390982, 48.931812], [2.386452, 48.930062], [2.380517, 48.927503], [2.383406, 48.925354], [2.38455, 48.923143]], [[2.46932, 48.906794], [2.467609, 48.909492], [2.464371, 48.912246], [2.461568, 48.914325], [2.45864, 48.916224], [2.454296, 48.918529], [2.451026, 48.920069], [2.446792, 48.923048], [2.441001, 48.925488], [2.438399, 48.927234], [2.432349, 48.929935], [2.425776, 48.931162], [2.423571, 48.933438], [2.41903, 48.934492], [2.411607, 48.932808], [2.406246, 48.932487], [2.399753, 48.932176], [2.393724, 48.932233], [2.390982, 48.931812], [2.386452, 48.930062], [2.380517, 48.927503], [2.383406, 48.925354], [2.38455, 48.923143]], [[2.473354, 48.885212], [2.471887, 48.887307], [2.470572, 48.889673], [2.466817, 48.892445], [2.460965, 48.896028], [2.466066, 48.89755], [2.471008, 48.900187], [2.470757, 48.903647], [2.46932, 48.906794], [2.467609, 48.909492], [2.464371, 48.912246], [2.461568, 48.914325], [2.45864, 48.916224], [2.454296, 48.918529], [2.451026, 48.920069], [2.446792, 48.923048], [2.441001, 48.925488], [2.438399, 48.927234], [2.432349, 48.929935], [2.425776, 48.931162], [2.423571, 48.933438], [2.41903, 48.934492], [2.411607, 48.932808], [2.406246, 48.932487], [2.399753, 48.932176], [2.393724, 48.932233], [2.390982, 48.931812], [2.386452, 48.930062], [2.380517, 48.927503], [2.383406, 48.925354], [2.38455, 48.923143]], [[2.470512, 48.90345], [2.470772, 48.898561], [2.465712, 48.897649], [2.46091, 48.895902], [2.466994, 48.892193], [2.470857, 48.889277], [2.470333, 48.887004], [2.474358, 48.883521], [2.477944, 48.879446], [2.479859, 48.877178], [2.482902, 48.873796], [2.485564, 48.870943]], [[2.427468, 48.931215], [2.431476, 48.930098], [2.43927, 48.926326], [2.441695, 48.924823], [2.446355, 48.923057], [2.450672, 48.920034], [2.453642, 48.918638], [2.457605, 48.916558], [2.461322, 48.914271], [2.465527, 48.911094], [2.467541, 48.909259], [2.469238, 48.906426], [2.470512, 48.90345], [2.470772, 48.898561], [2.465712, 48.897649], [2.46091, 48.895902], [2.466994, 48.892193], [2.470857, 48.889277], [2.470333, 48.887004], [2.474358, 48.883521], [2.477944, 48.879446], [2.479859, 48.877178], [2.482902, 48.873796], [2.485564, 48.870943]]]}";48.9131394161,2.44252128869
021021153:RD15;RD15;RD15;Bus;7B2E1C;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.386551, 48.689729], [2.391179, 48.688154], [2.398468, 48.687171], [2.40896, 48.686005], [2.417486, 48.686045], [2.421378, 48.683831], [2.427374, 48.681292], [2.43255, 48.683741], [2.432909, 48.687013]], [[2.432909, 48.687013], [2.431613, 48.683392], [2.427388, 48.681363], [2.422125, 48.683776], [2.417553, 48.685973], [2.409408, 48.68614], [2.397844, 48.687459], [2.391328, 48.688334], [2.386551, 48.689729]]]}";48.6857608345,2.41128856918
003003209:209;209;209;Bus;A8C973;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.759251, 48.739721], [2.79433, 48.741712], [2.822538, 48.763019], [2.830149, 48.769891], [2.828952, 48.771307], [2.841839, 48.741466]], [[2.841785, 48.741493], [2.828952, 48.771307], [2.830281, 48.769513], [2.822566, 48.763064], [2.792155, 48.741649], [2.759251, 48.739721]], [[2.748881, 48.743002], [2.759251, 48.739721], [2.79433, 48.741712], [2.822538, 48.763019], [2.830149, 48.769891], [2.828952, 48.771307], [2.841839, 48.741466]], [[2.748881, 48.743002], [2.759251, 48.739721], [2.822538, 48.763019], [2.830149, 48.769891], [2.828952, 48.771307]], [[2.828952, 48.771307], [2.830281, 48.769513], [2.822566, 48.763064], [2.792155, 48.741649], [2.759251, 48.739721]], [[2.828952, 48.771307], [2.830281, 48.769513], [2.822566, 48.763064], [2.759251, 48.739721], [2.748881, 48.743002]]]}";48.7513759464,2.80097517155
100100178:178;178;178;Bus;0055C8;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.306673, 48.933582], [2.303058, 48.933356], [2.301749, 48.932646], [2.301205, 48.93057], [2.299202, 48.928565], [2.294061, 48.926775], [2.289344, 48.924796], [2.287041, 48.92342], [2.282788, 48.920875], [2.279994, 48.91984], [2.277089, 48.920135], [2.272021, 48.916187], [2.272366, 48.91333], [2.271525, 48.909465], [2.269386, 48.9087], [2.265038, 48.907385], [2.260922, 48.906834], [2.256697, 48.905717], [2.255869, 48.90329], [2.251687, 48.901723], [2.246728, 48.900057], [2.241946, 48.898543], [2.24, 48.896771], [2.240234, 48.895396], [2.23915, 48.892034]], [[2.240038, 48.891002], [2.240574, 48.895801], [2.240422, 48.896826], [2.242913, 48.898688], [2.246278, 48.899733], [2.251197, 48.901372], [2.256429, 48.903119], [2.256875, 48.905573], [2.261958, 48.906799], [2.266429, 48.907458], [2.269195, 48.908457], [2.272547, 48.909654], [2.272666, 48.912907], [2.277639, 48.916702], [2.280145, 48.918636], [2.283879, 48.921298], [2.287709, 48.923447], [2.290122, 48.924823], [2.294866, 48.926757], [2.299788, 48.928736], [2.302528, 48.931181], [2.303291, 48.932997], [2.306987, 48.933106], [2.31307, 48.933332], [2.319987, 48.931365]], [[2.240038, 48.891002], [2.240574, 48.895801], [2.240422, 48.896826], [2.242913, 48.898688], [2.246278, 48.899733], [2.251197, 48.901372], [2.256429, 48.903119], [2.256875, 48.905573], [2.261958, 48.906799], [2.266429, 48.907458], [2.269195, 48.908457], [2.272547, 48.909654], [2.272666, 48.912907], [2.277639, 48.916702], [2.280145, 48.918636], [2.283879, 48.921298], [2.287709, 48.923447], [2.290122, 48.924823], [2.294866, 48.926757], [2.299788, 48.928736], [2.302528, 48.931181], [2.303291, 48.932997], [2.306987, 48.933106]], [[2.320382, 48.931473], [2.313439, 48.933556], [2.306673, 48.933582], [2.303058, 48.933356], [2.301749, 48.932646], [2.301205, 48.93057], [2.299202, 48.928565], [2.294061, 48.926775], [2.289344, 48.924796], [2.287041, 48.92342], [2.282788, 48.920875], [2.279994, 48.91984], [2.277089, 48.920135], [2.272021, 48.916187], [2.272366, 48.91333], [2.271525, 48.909465], [2.269386, 48.9087], [2.265038, 48.907385], [2.260922, 48.906834], [2.256697, 48.905717], [2.255869, 48.90329], [2.251687, 48.901723], [2.246728, 48.900057], [2.241946, 48.898543], [2.24, 48.896771], [2.240234, 48.895396], [2.23915, 48.892034]]]}";48.9147962561,2.27474467416
519519004:04;04;04;Bus;FF7F00;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.493503, 48.571152], [2.490561, 48.575075], [2.488961, 48.583635], [2.489284, 48.587725], [2.494592, 48.591026], [2.49753, 48.590141], [2.500746, 48.591566], [2.499366, 48.596638], [2.499082, 48.601196], [2.498486, 48.605826], [2.50578, 48.606265], [2.507457, 48.60913], [2.50669, 48.61092], [2.505751, 48.613897], [2.508021, 48.615818], [2.509268, 48.615807]], [[2.509136, 48.61585], [2.504944, 48.615966], [2.50669, 48.610857], [2.507362, 48.609104], [2.505468, 48.606167], [2.498351, 48.605925], [2.499067, 48.600872], [2.492585, 48.599703], [2.492861, 48.596584], [2.491085, 48.591795], [2.488944, 48.587132], [2.488906, 48.58341], [2.490615, 48.574886], [2.493503, 48.571152]]]}";48.5958859311,2.497276529
055155003:DM153;DM153;DM153;Bus;66FFFF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.245497, 48.586465], [2.244676, 48.591049], [2.246542, 48.593136], [2.246157, 48.596786], [2.247112, 48.60093], [2.250383, 48.606075], [2.256873, 48.616588], [2.263095, 48.626713], [2.269002, 48.641216], [2.269731, 48.643661], [2.27303, 48.65196], [2.276534, 48.660663], [2.278551, 48.665024], [2.285699, 48.668155], [2.289982, 48.67382], [2.289735, 48.676939], [2.286501, 48.681252], [2.287974, 48.687976], [2.291451, 48.686656], [2.293433, 48.686612], [2.295385, 48.689885], [2.29313, 48.690846], [2.29017, 48.691635], [2.287479, 48.694079], [2.275409, 48.694235], [2.270084, 48.696228], [2.265842, 48.700001], [2.258723, 48.702144], [2.256344, 48.70439], [2.25631, 48.708534], [2.257, 48.710224], [2.25724, 48.712876], [2.258841, 48.714575], [2.260575, 48.717138], [2.262174, 48.720321], [2.263907, 48.724026], [2.260781, 48.725408]], [[2.259912, 48.724886], [2.262061, 48.72273], [2.26182, 48.720474], [2.260317, 48.717075], [2.25861, 48.714593], [2.257294, 48.71319], [2.256756, 48.710053], [2.256691, 48.708192], [2.256153, 48.704507], [2.258724, 48.701938], [2.26591, 48.699767], [2.269703, 48.696623], [2.275395, 48.694127], [2.286977, 48.693908], [2.289898, 48.691599], [2.294543, 48.690469], [2.295331, 48.689273], [2.293256, 48.686702], [2.289125, 48.676489], [2.289738, 48.673469], [2.284885, 48.668424], [2.277763, 48.665374], [2.275721, 48.659971], [2.27142, 48.64884], [2.269378, 48.643589], [2.267511, 48.640388], [2.263095, 48.626551], [2.256033, 48.61603], [2.249665, 48.605867], [2.246002, 48.599869], [2.245859, 48.596749], [2.244823, 48.592272], [2.244868, 48.589845], [2.245497, 48.586465]]]}";48.6627436848,2.26908664705
057314142:ExpA14;Exp A14;Express A14 Les Mureaux;Bus;1AC7FF;;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.912647, 48.992934], [2.242177, 48.891273]], [[2.242177, 48.891273], [1.912453, 48.981619], [1.912647, 48.992934]]]}";48.9400650121,2.07469177695
